img_slice_id,x,y,w,h,contours
bb_121_93,52,115,84,64,1
bb_121_94,53,121,83,58,1
bb_121_95,54,121,81,58,1
bb_121_96,54,121,80,57,1
bb_121_97,55,121,79,57,1
bb_121_98,56,121,77,53,1
bb_121_99,57,121,76,53,1
bb_121_100,58,121,74,52,1
bb_121_101,58,122,73,52,1
bb_121_102,59,122,71,52,1
bb_121_103,59,123,70,51,1
bb_121_104,60,123,68,51,1
bb_121_105,61,124,65,49,1
bb_121_106,62,124,63,49,1
bb_121_107,62,124,61,48,1
bb_121_108,63,124,58,48,1
bb_121_109,63,124,57,47,1
bb_121_110,64,125,55,46,1
bb_121_111,64,125,55,44,1
bb_121_112,64,125,54,42,1
bb_121_113,101,160,5,6,2
bb_121_113,65,125,53,39,2
bb_121_114,66,125,30,10,2
bb_121_114,82,132,35,31,2
bb_121_115,68,125,24,9,2
bb_121_115,82,134,34,29,2
bb_121_116,82,139,8,13,3
bb_121_116,70,125,19,8,3
bb_121_116,92,137,23,26,3
bb_121_117,82,140,6,7,3
bb_121_117,72,125,9,7,3
bb_121_117,92,137,22,26,3
bb_121_118,92,138,22,25,1
bb_121_119,93,140,20,21,1
bb_121_120,93,140,19,18,1
bb_121_121,94,141,15,16,1
bb_121_122,96,141,12,16,1
bb_121_123,98,142,9,13,1
bb_121_124,100,143,5,9,1
bb_121_125,NA,NA,NA,NA,0
bb_121_126,NA,NA,NA,NA,0
bb_121_127,NA,NA,NA,NA,0
bb_121_128,NA,NA,NA,NA,0
bb_121_129,NA,NA,NA,NA,0
bb_121_130,NA,NA,NA,NA,0
bb_121_131,NA,NA,NA,NA,0
bb_121_132,NA,NA,NA,NA,0
bb_121_133,NA,NA,NA,NA,0
bb_121_134,NA,NA,NA,NA,0
bb_121_135,NA,NA,NA,NA,0
bb_121_136,NA,NA,NA,NA,0
bb_121_137,NA,NA,NA,NA,0
bb_121_138,NA,NA,NA,NA,0
bb_121_139,NA,NA,NA,NA,0
bb_121_140,NA,NA,NA,NA,0
bb_121_141,NA,NA,NA,NA,0
bb_121_142,NA,NA,NA,NA,0
bb_121_143,NA,NA,NA,NA,0
bb_121_144,NA,NA,NA,NA,0
bb_121_145,NA,NA,NA,NA,0
bb_121_146,NA,NA,NA,NA,0
bb_121_147,NA,NA,NA,NA,0
bb_121_148,NA,NA,NA,NA,0
bb_121_149,NA,NA,NA,NA,0
bb_121_150,NA,NA,NA,NA,0
bb_121_151,NA,NA,NA,NA,0
bb_121_152,NA,NA,NA,NA,0
bb_121_153,NA,NA,NA,NA,0
bb_121_154,NA,NA,NA,NA,0
bb_124_0,NA,NA,NA,NA,0
bb_124_1,NA,NA,NA,NA,0
bb_124_2,NA,NA,NA,NA,0
bb_124_3,NA,NA,NA,NA,0
bb_124_4,NA,NA,NA,NA,0
bb_124_5,NA,NA,NA,NA,0
bb_124_6,NA,NA,NA,NA,0
bb_124_7,NA,NA,NA,NA,0
bb_124_8,NA,NA,NA,NA,0
bb_124_9,NA,NA,NA,NA,0
bb_124_10,NA,NA,NA,NA,0
bb_124_11,NA,NA,NA,NA,0
bb_124_12,NA,NA,NA,NA,0
bb_124_13,NA,NA,NA,NA,0
bb_124_14,NA,NA,NA,NA,0
bb_124_15,NA,NA,NA,NA,0
bb_124_16,NA,NA,NA,NA,0
bb_124_17,NA,NA,NA,NA,0
bb_124_18,NA,NA,NA,NA,0
bb_124_19,NA,NA,NA,NA,0
bb_124_20,NA,NA,NA,NA,0
bb_124_21,NA,NA,NA,NA,0
bb_124_22,NA,NA,NA,NA,0
bb_124_23,NA,NA,NA,NA,0
bb_124_24,NA,NA,NA,NA,0
bb_124_25,NA,NA,NA,NA,0
bb_124_26,NA,NA,NA,NA,0
bb_124_27,NA,NA,NA,NA,0
bb_124_28,NA,NA,NA,NA,0
bb_124_29,NA,NA,NA,NA,0
bb_124_30,NA,NA,NA,NA,0
bb_124_31,NA,NA,NA,NA,0
bb_124_32,NA,NA,NA,NA,0
bb_124_33,NA,NA,NA,NA,0
bb_124_34,106,78,4,5,2
bb_124_34,108,84,4,5,2
bb_124_35,105,75,8,17,1
bb_124_36,104,73,10,19,1
bb_124_37,103,71,15,22,1
bb_124_38,102,71,17,22,1
bb_124_39,102,70,18,23,1
bb_124_40,102,68,20,25,1
bb_124_41,102,67,22,26,1
bb_124_42,102,66,23,28,1
bb_124_43,102,66,24,28,1
bb_124_44,139,81,4,7,5
bb_124_44,153,70,7,9,5
bb_124_44,163,67,6,5,5
bb_124_44,166,73,7,10,5
bb_124_44,102,65,25,31,5
bb_124_45,151,69,10,12,3
bb_124_45,162,66,12,19,3
bb_124_45,101,64,44,33,3
bb_124_46,151,66,23,21,2
bb_124_46,99,63,49,35,2
bb_124_47,97,61,77,38,1
bb_124_48,96,60,78,39,1
bb_124_49,96,59,79,40,1
bb_124_50,95,59,80,40,1
bb_124_51,95,58,80,42,1
bb_124_52,95,58,80,43,1
bb_124_53,95,58,81,44,1
bb_124_54,97,58,79,45,1
bb_124_55,97,58,79,46,1
bb_124_56,97,57,79,49,1
bb_124_57,97,56,80,51,1
bb_124_58,97,56,80,52,1
bb_124_59,97,56,80,52,1
bb_124_60,132,121,8,3,3
bb_124_60,111,121,10,4,3
bb_124_60,97,56,81,53,3
bb_124_61,111,121,10,4,3
bb_124_61,129,121,12,4,3
bb_124_61,97,56,82,54,3
bb_124_62,112,120,10,5,3
bb_124_62,128,121,14,4,3
bb_124_62,93,56,86,56,3
bb_124_63,112,120,12,5,3
bb_124_63,128,120,14,6,3
bb_124_63,90,55,89,57,3
bb_124_64,112,119,12,6,3
bb_124_64,128,120,16,7,3
bb_124_64,90,55,89,57,3
bb_124_65,112,118,13,7,3
bb_124_65,127,119,18,8,3
bb_124_65,89,55,90,58,3
bb_124_66,111,117,16,8,3
bb_124_66,126,119,20,9,3
bb_124_66,89,55,90,60,3
bb_124_67,125,117,21,11,2
bb_124_67,88,56,91,69,2
bb_124_68,124,115,23,14,2
bb_124_68,87,56,92,69,2
bb_124_69,86,56,93,73,1
bb_124_70,85,57,94,72,1
bb_124_71,85,57,94,71,1
bb_124_72,85,58,94,70,1
bb_124_73,85,58,94,70,1
bb_124_74,85,58,94,70,1
bb_124_75,85,58,93,70,1
bb_124_76,85,58,92,70,1
bb_124_77,86,59,91,69,1
bb_124_78,86,60,90,67,1
bb_124_79,87,63,88,64,1
bb_124_80,88,62,86,65,1
bb_124_81,89,61,85,65,1
bb_124_82,90,61,83,65,1
bb_124_83,91,61,81,65,1
bb_124_84,91,61,81,65,1
bb_124_85,91,61,81,65,1
bb_124_86,91,61,80,66,1
bb_124_87,91,61,80,66,1
bb_124_88,92,62,79,65,1
bb_124_89,92,62,79,64,1
bb_124_90,93,64,77,61,1
bb_124_91,95,65,75,60,1
bb_124_92,96,66,74,58,1
bb_124_93,97,67,73,57,1
bb_124_94,98,69,72,54,1
bb_124_95,99,70,70,52,1
bb_124_96,101,71,68,47,1
bb_124_97,118,72,11,9,2
bb_124_97,102,79,67,38,2
bb_124_98,119,73,9,8,3
bb_124_98,130,80,18,14,3
bb_124_98,106,81,62,31,3
bb_124_99,134,83,5,6,3
bb_124_99,152,82,15,22,3
bb_124_99,109,99,39,12,3
bb_124_100,161,85,4,6,2
bb_124_100,112,99,33,10,2
bb_124_101,115,99,27,8,1
bb_124_102,127,102,8,3,2
bb_124_102,118,100,8,4,2
bb_124_103,NA,NA,NA,NA,0
bb_124_104,NA,NA,NA,NA,0
bb_124_105,NA,NA,NA,NA,0
bb_124_106,NA,NA,NA,NA,0
bb_124_107,NA,NA,NA,NA,0
bb_124_108,NA,NA,NA,NA,0
bb_124_109,NA,NA,NA,NA,0
bb_124_110,NA,NA,NA,NA,0
bb_124_111,NA,NA,NA,NA,0
bb_124_112,NA,NA,NA,NA,0
bb_124_113,NA,NA,NA,NA,0
bb_124_114,NA,NA,NA,NA,0
bb_124_115,NA,NA,NA,NA,0
bb_124_116,NA,NA,NA,NA,0
bb_124_117,NA,NA,NA,NA,0
bb_124_118,NA,NA,NA,NA,0
bb_124_119,NA,NA,NA,NA,0
bb_124_120,NA,NA,NA,NA,0
bb_124_121,NA,NA,NA,NA,0
bb_124_122,NA,NA,NA,NA,0
bb_124_123,NA,NA,NA,NA,0
bb_124_124,NA,NA,NA,NA,0
bb_124_125,NA,NA,NA,NA,0
bb_124_126,NA,NA,NA,NA,0
bb_124_127,NA,NA,NA,NA,0
bb_124_128,NA,NA,NA,NA,0
bb_124_129,NA,NA,NA,NA,0
bb_124_130,NA,NA,NA,NA,0
bb_124_131,NA,NA,NA,NA,0
bb_124_132,NA,NA,NA,NA,0
bb_124_133,NA,NA,NA,NA,0
bb_124_134,NA,NA,NA,NA,0
bb_124_135,NA,NA,NA,NA,0
bb_124_136,NA,NA,NA,NA,0
bb_124_137,NA,NA,NA,NA,0
bb_124_138,NA,NA,NA,NA,0
bb_124_139,NA,NA,NA,NA,0
bb_124_140,NA,NA,NA,NA,0
bb_124_141,NA,NA,NA,NA,0
bb_124_142,NA,NA,NA,NA,0
bb_124_143,NA,NA,NA,NA,0
bb_124_144,NA,NA,NA,NA,0
bb_124_145,NA,NA,NA,NA,0
bb_124_146,NA,NA,NA,NA,0
bb_124_147,NA,NA,NA,NA,0
bb_124_148,NA,NA,NA,NA,0
bb_124_149,NA,NA,NA,NA,0
bb_124_150,NA,NA,NA,NA,0
bb_124_151,NA,NA,NA,NA,0
bb_124_152,NA,NA,NA,NA,0
bb_124_153,NA,NA,NA,NA,0
bb_124_154,NA,NA,NA,NA,0
bb_125_0,NA,NA,NA,NA,0
bb_125_1,NA,NA,NA,NA,0
bb_125_2,NA,NA,NA,NA,0
bb_125_3,NA,NA,NA,NA,0
bb_125_4,NA,NA,NA,NA,0
bb_125_5,NA,NA,NA,NA,0
bb_125_6,NA,NA,NA,NA,0
bb_125_7,NA,NA,NA,NA,0
bb_125_8,NA,NA,NA,NA,0
bb_125_9,NA,NA,NA,NA,0
bb_125_10,NA,NA,NA,NA,0
bb_125_11,NA,NA,NA,NA,0
bb_125_12,NA,NA,NA,NA,0
bb_125_13,NA,NA,NA,NA,0
bb_125_14,NA,NA,NA,NA,0
bb_125_15,NA,NA,NA,NA,0
bb_125_16,NA,NA,NA,NA,0
bb_125_17,NA,NA,NA,NA,0
bb_125_18,NA,NA,NA,NA,0
bb_125_19,NA,NA,NA,NA,0
bb_125_20,NA,NA,NA,NA,0
bb_125_21,NA,NA,NA,NA,0
bb_125_22,NA,NA,NA,NA,0
bb_125_23,NA,NA,NA,NA,0
bb_125_24,NA,NA,NA,NA,0
bb_125_25,NA,NA,NA,NA,0
bb_125_26,NA,NA,NA,NA,0
bb_125_27,NA,NA,NA,NA,0
bb_125_28,NA,NA,NA,NA,0
bb_125_29,NA,NA,NA,NA,0
bb_125_30,NA,NA,NA,NA,0
bb_125_31,NA,NA,NA,NA,0
bb_125_32,NA,NA,NA,NA,0
bb_125_33,NA,NA,NA,NA,0
bb_125_34,NA,NA,NA,NA,0
bb_125_35,NA,NA,NA,NA,0
bb_125_36,NA,NA,NA,NA,0
bb_125_37,NA,NA,NA,NA,0
bb_125_38,NA,NA,NA,NA,0
bb_125_39,NA,NA,NA,NA,0
bb_125_40,NA,NA,NA,NA,0
bb_125_41,NA,NA,NA,NA,0
bb_125_42,NA,NA,NA,NA,0
bb_125_43,NA,NA,NA,NA,0
bb_125_44,NA,NA,NA,NA,0
bb_125_45,NA,NA,NA,NA,0
bb_125_46,NA,NA,NA,NA,0
bb_125_47,NA,NA,NA,NA,0
bb_125_48,NA,NA,NA,NA,0
bb_125_49,NA,NA,NA,NA,0
bb_125_50,NA,NA,NA,NA,0
bb_125_51,NA,NA,NA,NA,0
bb_125_52,NA,NA,NA,NA,0
bb_125_53,NA,NA,NA,NA,0
bb_125_54,NA,NA,NA,NA,0
bb_125_55,NA,NA,NA,NA,0
bb_125_56,NA,NA,NA,NA,0
bb_125_57,NA,NA,NA,NA,0
bb_125_58,NA,NA,NA,NA,0
bb_125_59,NA,NA,NA,NA,0
bb_125_60,NA,NA,NA,NA,0
bb_125_61,NA,NA,NA,NA,0
bb_125_62,NA,NA,NA,NA,0
bb_125_63,NA,NA,NA,NA,0
bb_125_64,NA,NA,NA,NA,0
bb_125_65,NA,NA,NA,NA,0
bb_125_66,NA,NA,NA,NA,0
bb_125_67,NA,NA,NA,NA,0
bb_125_68,NA,NA,NA,NA,0
bb_125_69,NA,NA,NA,NA,0
bb_125_70,NA,NA,NA,NA,0
bb_125_71,NA,NA,NA,NA,0
bb_125_72,NA,NA,NA,NA,0
bb_125_73,127,89,5,6,2
bb_125_73,148,81,34,13,2
bb_125_74,119,74,3,4,3
bb_125_74,125,88,8,6,3
bb_125_74,149,83,33,12,3
bb_125_75,123,87,22,8,4
bb_125_75,117,71,9,8,4
bb_125_75,136,103,15,15,4
bb_125_75,151,82,32,19,4
bb_125_76,93,99,5,3,4
bb_125_76,116,70,19,10,4
bb_125_76,128,102,24,17,4
bb_125_76,122,82,61,19,4
bb_125_77,93,99,6,4,4
bb_125_77,115,69,24,13,4
bb_125_77,126,98,27,23,4
bb_125_77,121,81,62,20,4
bb_125_78,93,98,9,5,2
bb_125_78,115,68,68,54,2
bb_125_79,93,97,12,6,2
bb_125_79,115,67,68,56,2
bb_125_80,93,94,14,10,2
bb_125_80,116,67,67,56,2
bb_125_81,93,95,22,8,2
bb_125_81,115,66,69,58,2
bb_125_82,92,95,24,9,2
bb_125_82,113,66,72,58,2
bb_125_83,92,66,94,58,1
bb_125_84,92,65,94,60,1
bb_125_85,92,65,94,60,1
bb_125_86,91,64,95,61,1
bb_125_87,91,64,96,61,1
bb_125_88,91,64,96,61,1
bb_125_89,91,63,97,62,1
bb_125_90,91,63,97,61,1
bb_125_91,90,63,98,61,1
bb_125_92,90,63,99,60,1
bb_125_93,90,63,100,60,1
bb_125_94,90,63,100,59,1
bb_125_95,89,63,102,58,1
bb_125_96,89,63,103,58,1
bb_125_97,89,63,103,57,1
bb_125_98,89,63,103,57,1
bb_125_99,89,63,104,57,1
bb_125_100,89,63,105,57,1
bb_125_101,89,63,105,57,1
bb_125_102,89,63,106,56,1
bb_125_103,89,63,106,56,1
bb_125_104,88,63,107,56,1
bb_125_105,88,64,106,55,1
bb_125_106,89,64,105,56,1
bb_125_107,89,64,104,56,1
bb_125_108,89,65,104,55,1
bb_125_109,89,65,103,55,1
bb_125_110,89,66,101,54,1
bb_125_111,89,67,99,53,1
bb_125_112,90,68,98,51,1
bb_125_113,90,69,97,50,1
bb_125_114,181,94,6,7,2
bb_125_114,90,70,90,49,2
bb_125_115,181,95,5,6,2
bb_125_115,90,71,89,48,2
bb_125_116,91,73,89,45,1
bb_125_117,91,74,90,44,1
bb_125_118,92,75,89,43,1
bb_125_119,92,77,90,41,1
bb_125_120,93,78,89,40,1
bb_125_121,94,79,88,39,1
bb_125_122,95,80,87,38,1
bb_125_123,96,82,85,36,1
bb_125_124,96,84,84,34,1
bb_125_125,153,86,27,31,2
bb_125_125,97,85,61,33,2
bb_125_126,99,108,8,7,3
bb_125_126,153,88,25,29,3
bb_125_126,109,86,48,32,3
bb_125_127,153,89,24,28,2
bb_125_127,110,87,46,31,2
bb_125_128,140,89,16,30,3
bb_125_128,153,90,19,27,3
bb_125_128,110,89,31,29,3
bb_125_129,166,108,5,6,4
bb_125_129,153,91,15,25,4
bb_125_129,140,90,15,29,4
bb_125_129,110,90,29,28,4
bb_125_130,166,109,4,5,4
bb_125_130,152,93,16,23,4
bb_125_130,141,91,14,28,4
bb_125_130,110,92,28,26,4
bb_125_131,152,95,15,21,3
bb_125_131,141,92,14,26,3
bb_125_131,111,94,26,24,3
bb_125_132,152,96,14,20,3
bb_125_132,141,93,13,25,3
bb_125_132,114,96,23,22,3
bb_125_133,149,113,4,3,4
bb_125_133,142,94,8,19,4
bb_125_133,152,97,13,19,4
bb_125_133,118,99,19,18,4
bb_125_134,144,97,5,15,3
bb_125_134,152,99,11,16,3
bb_125_134,124,100,12,15,3
bb_125_135,152,101,9,13,2
bb_125_135,125,101,11,12,2
bb_125_136,152,105,7,8,2
bb_125_136,126,102,9,10,2
bb_125_137,127,106,6,3,2
bb_125_137,152,107,4,6,2
bb_125_138,NA,NA,NA,NA,0
bb_125_139,NA,NA,NA,NA,0
bb_125_140,NA,NA,NA,NA,0
bb_125_141,NA,NA,NA,NA,0
bb_125_142,NA,NA,NA,NA,0
bb_125_143,NA,NA,NA,NA,0
bb_125_144,NA,NA,NA,NA,0
bb_125_145,NA,NA,NA,NA,0
bb_125_146,NA,NA,NA,NA,0
bb_125_147,NA,NA,NA,NA,0
bb_125_148,NA,NA,NA,NA,0
bb_125_149,NA,NA,NA,NA,0
bb_125_150,NA,NA,NA,NA,0
bb_125_151,NA,NA,NA,NA,0
bb_125_152,NA,NA,NA,NA,0
bb_125_153,NA,NA,NA,NA,0
bb_125_154,NA,NA,NA,NA,0
bb_127_0,NA,NA,NA,NA,0
bb_127_1,NA,NA,NA,NA,0
bb_127_2,NA,NA,NA,NA,0
bb_127_3,NA,NA,NA,NA,0
bb_127_4,NA,NA,NA,NA,0
bb_127_5,NA,NA,NA,NA,0
bb_127_6,NA,NA,NA,NA,0
bb_127_7,NA,NA,NA,NA,0
bb_127_8,NA,NA,NA,NA,0
bb_127_9,NA,NA,NA,NA,0
bb_127_10,NA,NA,NA,NA,0
bb_127_11,NA,NA,NA,NA,0
bb_127_12,NA,NA,NA,NA,0
bb_127_13,NA,NA,NA,NA,0
bb_127_14,NA,NA,NA,NA,0
bb_127_15,NA,NA,NA,NA,0
bb_127_16,NA,NA,NA,NA,0
bb_127_17,NA,NA,NA,NA,0
bb_127_18,NA,NA,NA,NA,0
bb_127_19,NA,NA,NA,NA,0
bb_127_20,NA,NA,NA,NA,0
bb_127_21,NA,NA,NA,NA,0
bb_127_22,NA,NA,NA,NA,0
bb_127_23,NA,NA,NA,NA,0
bb_127_24,NA,NA,NA,NA,0
bb_127_25,NA,NA,NA,NA,0
bb_127_26,NA,NA,NA,NA,0
bb_127_27,NA,NA,NA,NA,0
bb_127_28,NA,NA,NA,NA,0
bb_127_29,NA,NA,NA,NA,0
bb_127_30,NA,NA,NA,NA,0
bb_127_31,NA,NA,NA,NA,0
bb_127_32,NA,NA,NA,NA,0
bb_127_33,NA,NA,NA,NA,0
bb_127_34,NA,NA,NA,NA,0
bb_127_35,NA,NA,NA,NA,0
bb_127_36,NA,NA,NA,NA,0
bb_127_37,145,170,8,6,1
bb_127_38,155,171,6,3,2
bb_127_38,145,167,11,9,2
bb_127_39,144,166,18,11,1
bb_127_40,144,166,19,11,1
bb_127_41,143,166,19,12,1
bb_127_42,143,166,21,14,1
bb_127_43,142,164,24,17,1
bb_127_44,142,162,28,20,1
bb_127_45,141,161,30,21,1
bb_127_46,140,159,32,23,1
bb_127_47,139,158,33,25,1
bb_127_48,139,157,33,26,1
bb_127_49,180,162,5,7,2
bb_127_49,138,156,36,27,2
bb_127_50,137,152,49,31,1
bb_127_51,136,151,51,32,1
bb_127_52,136,151,52,32,1
bb_127_53,135,150,54,33,1
bb_127_54,135,149,54,34,1
bb_127_55,135,148,55,35,1
bb_127_56,135,147,56,36,1
bb_127_57,135,146,56,37,1
bb_127_58,135,145,56,38,1
bb_127_59,136,144,56,39,1
bb_127_60,136,145,56,38,1
bb_127_61,136,144,56,40,1
bb_127_62,137,143,55,41,1
bb_127_63,137,143,55,41,1
bb_127_64,137,143,55,41,1
bb_127_65,138,142,53,42,1
bb_127_66,138,141,53,43,1
bb_127_67,139,140,51,44,1
bb_127_68,139,140,51,44,1
bb_127_69,140,140,49,44,1
bb_127_70,141,139,48,44,1
bb_127_71,142,139,47,44,1
bb_127_72,143,139,46,43,1
bb_127_73,143,139,46,42,1
bb_127_74,144,139,45,42,1
bb_127_75,145,139,43,36,1
bb_127_76,146,139,37,34,1
bb_127_77,147,139,36,33,1
bb_127_78,148,140,35,31,1
bb_127_79,148,140,34,30,1
bb_127_80,149,140,33,30,1
bb_127_81,149,140,33,29,1
bb_127_82,150,140,31,27,1
bb_127_83,151,140,30,21,1
bb_127_84,152,141,28,19,1
bb_127_85,153,144,26,16,1
bb_127_86,155,145,22,15,1
bb_127_87,158,147,14,11,1
bb_127_88,158,149,12,8,1
bb_127_89,NA,NA,NA,NA,0
bb_127_90,NA,NA,NA,NA,0
bb_127_91,NA,NA,NA,NA,0
bb_127_92,NA,NA,NA,NA,0
bb_127_93,NA,NA,NA,NA,0
bb_127_94,NA,NA,NA,NA,0
bb_127_95,NA,NA,NA,NA,0
bb_127_96,NA,NA,NA,NA,0
bb_127_97,NA,NA,NA,NA,0
bb_127_98,NA,NA,NA,NA,0
bb_127_99,NA,NA,NA,NA,0
bb_127_100,NA,NA,NA,NA,0
bb_127_101,NA,NA,NA,NA,0
bb_127_102,NA,NA,NA,NA,0
bb_127_103,NA,NA,NA,NA,0
bb_127_104,NA,NA,NA,NA,0
bb_127_105,NA,NA,NA,NA,0
bb_127_106,NA,NA,NA,NA,0
bb_127_107,NA,NA,NA,NA,0
bb_127_108,NA,NA,NA,NA,0
bb_127_109,NA,NA,NA,NA,0
bb_127_110,NA,NA,NA,NA,0
bb_127_111,NA,NA,NA,NA,0
bb_127_112,NA,NA,NA,NA,0
bb_127_113,NA,NA,NA,NA,0
bb_127_114,NA,NA,NA,NA,0
bb_127_115,NA,NA,NA,NA,0
bb_127_116,NA,NA,NA,NA,0
bb_127_117,NA,NA,NA,NA,0
bb_127_118,NA,NA,NA,NA,0
bb_127_119,NA,NA,NA,NA,0
bb_127_120,NA,NA,NA,NA,0
bb_127_121,NA,NA,NA,NA,0
bb_127_122,NA,NA,NA,NA,0
bb_127_123,NA,NA,NA,NA,0
bb_127_124,NA,NA,NA,NA,0
bb_127_125,NA,NA,NA,NA,0
bb_127_126,NA,NA,NA,NA,0
bb_127_127,NA,NA,NA,NA,0
bb_127_128,NA,NA,NA,NA,0
bb_127_129,NA,NA,NA,NA,0
bb_127_130,NA,NA,NA,NA,0
bb_127_131,NA,NA,NA,NA,0
bb_127_132,NA,NA,NA,NA,0
bb_127_133,NA,NA,NA,NA,0
bb_127_134,NA,NA,NA,NA,0
bb_127_135,NA,NA,NA,NA,0
bb_127_136,NA,NA,NA,NA,0
bb_127_137,NA,NA,NA,NA,0
bb_127_138,NA,NA,NA,NA,0
bb_127_139,NA,NA,NA,NA,0
bb_127_140,NA,NA,NA,NA,0
bb_127_141,NA,NA,NA,NA,0
bb_127_142,NA,NA,NA,NA,0
bb_127_143,NA,NA,NA,NA,0
bb_127_144,NA,NA,NA,NA,0
bb_127_145,NA,NA,NA,NA,0
bb_127_146,NA,NA,NA,NA,0
bb_127_147,NA,NA,NA,NA,0
bb_127_148,NA,NA,NA,NA,0
bb_127_149,NA,NA,NA,NA,0
bb_127_150,NA,NA,NA,NA,0
bb_127_151,NA,NA,NA,NA,0
bb_127_152,NA,NA,NA,NA,0
bb_127_153,NA,NA,NA,NA,0
bb_127_154,NA,NA,NA,NA,0
bb_128_0,NA,NA,NA,NA,0
bb_128_1,NA,NA,NA,NA,0
bb_128_2,NA,NA,NA,NA,0
bb_128_3,NA,NA,NA,NA,0
bb_128_4,NA,NA,NA,NA,0
bb_128_5,NA,NA,NA,NA,0
bb_128_6,NA,NA,NA,NA,0
bb_128_7,NA,NA,NA,NA,0
bb_128_8,NA,NA,NA,NA,0
bb_128_9,NA,NA,NA,NA,0
bb_128_10,NA,NA,NA,NA,0
bb_128_11,NA,NA,NA,NA,0
bb_128_12,NA,NA,NA,NA,0
bb_128_13,NA,NA,NA,NA,0
bb_128_14,NA,NA,NA,NA,0
bb_128_15,NA,NA,NA,NA,0
bb_128_16,NA,NA,NA,NA,0
bb_128_17,NA,NA,NA,NA,0
bb_128_18,NA,NA,NA,NA,0
bb_128_19,NA,NA,NA,NA,0
bb_128_20,NA,NA,NA,NA,0
bb_128_21,NA,NA,NA,NA,0
bb_128_22,NA,NA,NA,NA,0
bb_128_23,NA,NA,NA,NA,0
bb_128_24,NA,NA,NA,NA,0
bb_128_25,NA,NA,NA,NA,0
bb_128_26,NA,NA,NA,NA,0
bb_128_27,NA,NA,NA,NA,0
bb_128_28,NA,NA,NA,NA,0
bb_128_29,NA,NA,NA,NA,0
bb_128_30,NA,NA,NA,NA,0
bb_128_31,NA,NA,NA,NA,0
bb_128_32,NA,NA,NA,NA,0
bb_128_33,NA,NA,NA,NA,0
bb_128_34,NA,NA,NA,NA,0
bb_128_35,NA,NA,NA,NA,0
bb_128_36,NA,NA,NA,NA,0
bb_128_37,NA,NA,NA,NA,0
bb_128_38,NA,NA,NA,NA,0
bb_128_39,NA,NA,NA,NA,0
bb_128_40,NA,NA,NA,NA,0
bb_128_41,NA,NA,NA,NA,0
bb_128_42,NA,NA,NA,NA,0
bb_128_43,NA,NA,NA,NA,0
bb_128_44,NA,NA,NA,NA,0
bb_128_45,NA,NA,NA,NA,0
bb_128_46,NA,NA,NA,NA,0
bb_128_47,NA,NA,NA,NA,0
bb_128_48,NA,NA,NA,NA,0
bb_128_49,NA,NA,NA,NA,0
bb_128_50,NA,NA,NA,NA,0
bb_128_51,NA,NA,NA,NA,0
bb_128_52,NA,NA,NA,NA,0
bb_128_53,NA,NA,NA,NA,0
bb_128_54,NA,NA,NA,NA,0
bb_128_55,NA,NA,NA,NA,0
bb_128_56,NA,NA,NA,NA,0
bb_128_57,NA,NA,NA,NA,0
bb_128_58,108,146,5,6,1
bb_128_59,NA,NA,NA,NA,0
bb_128_60,100,149,11,7,1
bb_128_61,99,149,15,9,1
bb_128_62,71,158,7,8,2
bb_128_62,98,149,16,9,2
bb_128_63,91,160,6,4,4
bb_128_63,90,155,4,3,4
bb_128_63,69,157,10,9,4
bb_128_63,97,148,18,11,4
bb_128_64,98,166,4,3,4
bb_128_64,87,154,11,11,4
bb_128_64,67,156,14,12,4
bb_128_64,92,148,23,11,4
bb_128_65,93,148,20,11,3
bb_128_65,66,154,16,15,3
bb_128_65,83,154,19,17,3
bb_128_66,65,150,47,21,1
bb_128_67,64,148,48,23,1
bb_128_68,63,148,49,24,1
bb_128_69,101,140,10,10,2
bb_128_69,62,149,49,24,2
bb_128_70,100,140,11,10,2
bb_128_70,61,149,50,25,2
bb_128_71,99,140,9,9,2
bb_128_71,61,148,49,26,2
bb_128_72,54,152,6,4,2
bb_128_72,60,139,50,36,2
bb_128_73,53,152,6,5,2
bb_128_73,59,139,51,37,2
bb_128_74,53,140,58,36,1
bb_128_75,99,140,4,5,2
bb_128_75,53,143,58,33,2
bb_128_76,53,143,59,33,1
bb_128_77,53,143,58,33,1
bb_128_78,54,142,55,34,1
bb_128_79,53,142,56,35,1
bb_128_80,54,142,54,35,1
bb_128_81,53,142,58,35,1
bb_128_82,53,142,57,36,1
bb_128_83,54,141,56,37,1
bb_128_84,54,141,56,36,1
bb_128_85,55,140,55,38,1
bb_128_86,56,140,54,38,1
bb_128_87,60,140,51,38,1
bb_128_88,61,140,50,38,1
bb_128_89,60,140,51,38,1
bb_128_90,60,140,51,38,1
bb_128_91,60,140,51,38,1
bb_128_92,61,143,49,35,1
bb_128_93,60,143,51,34,1
bb_128_94,60,143,50,34,1
bb_128_95,60,143,50,34,1
bb_128_96,60,143,50,34,1
bb_128_97,60,143,49,33,1
bb_128_98,62,143,46,31,1
bb_128_99,89,144,16,9,2
bb_128_99,63,149,43,25,2
bb_128_100,90,144,15,8,2
bb_128_100,64,149,40,24,2
bb_128_101,96,171,6,2,4
bb_128_101,65,150,5,4,4
bb_128_101,90,144,15,8,4
bb_128_101,72,155,23,16,4
bb_128_102,82,144,26,7,2
bb_128_102,74,155,19,14,2
bb_128_103,74,155,19,13,1
